,z_real,z_imag
0,-0.004190309030732223,1e-08
1,-0.0014943902919468286,0.02000200030005251
2,0.005971391620675323,0.027408717994222138
3,0.007921432702845291,0.0340447891528275
4,0.007962032002918097,0.03964437940672468
5,0.012454892599550776,0.04353313622749409
6,0.018625415098933645,0.045865206472421746
7,0.026568000141740825,0.04661767801064234
8,0.03815390182862998,0.044348991666302386
9,0.04260693610443184,0.049859421484216626
10,0.05045850572223169,0.050946401318585945
11,0.05546201380629584,0.05447293175975099
12,0.057930066944104665,0.05883559604978617
13,0.05972414169053074,0.06277621138009941
14,0.06189028534768452,0.06609604991907515
15,0.06194475664281607,0.06980583101662913
16,0.06473543742575465,0.07229673145743847
17,0.06776348030911969,0.0743505978071285
18,0.06987374082741071,0.07692888542392849
19,0.07471455867913425,0.07667625784644395
20,0.07234484594771032,0.08150355540674688
21,0.07303814614614292,0.08453592101791459
22,0.07565396821370259,0.0864745996234336
23,0.08057144979323726,0.08564577598882972
24,0.07923523121198689,0.09009805704728607
25,0.08245345034791941,0.09158426217891051
26,0.0829829192036935,0.09439354106405001
27,0.08714621652481949,0.09415674180709889
28,0.08752091587081627,0.09740174616929195
29,0.09132745369121012,0.09746886796941065
30,0.09123218525390575,0.10077923113788209
31,0.08922995216002803,0.10349892406965952
32,0.08861765818399396,0.10599897341095425
33,0.09234619733720205,0.10688116394851489
34,0.09367390342734896,0.10897607424620039
35,0.09358148816424149,0.1113454486730869
36,0.09554412765789766,0.11275972480410466
37,0.09669723874827126,0.11454682314646289
38,0.0957069179498643,0.11677265772185083
39,0.09712649282736258,0.11845902702232816
40,0.0999515768839567,0.11874632493945003
41,0.1014828541446675,0.1203487787388116
42,0.10377234070093565,0.1210125453405365
43,0.10721686285478906,0.11912711651830209
44,0.10891999421035871,0.12158008975052435
45,0.10663746855812918,0.12495197494773302
46,0.10722530654861095,0.12718022912778826
47,0.10781268680806197,0.12911594007840718
48,0.10803710154465102,0.1310034700162362
49,0.10807296944527535,0.13283020764855638
50,0.10363690495105848,0.13297732970717852
51,0.10385497211850167,0.13558701884230842
52,0.10289015978336359,0.1374167593002194
53,0.10202086424683951,0.1391117181235774
54,0.10173825304671094,0.14087413862333031
55,0.10242244237550906,0.14256705293989094
56,0.10103880172703543,0.1439720370520441
57,0.09870451087597645,0.14451404242621066
58,0.098210124791816,0.14637461378451486
59,0.09962490692650462,0.14812102927788035
60,0.09923514500124955,0.14979495103678894
61,0.0987612318668249,0.1513049154035948
62,0.0980041683618527,0.15267405137824266
63,0.09921434282059176,0.15409549535711942
64,0.09949905260958065,0.15558900983227195
65,0.10121202349210613,0.15645821269537613
66,0.10005962140982617,0.15814130146808925
67,0.1010657012768341,0.1594809728874992
68,0.10322536667491355,0.15985585776044273
69,0.10522526639599597,0.16028262941775898
70,0.10692820807578857,0.1610624510686623
71,0.10857970050540643,0.161830733019161
72,0.10993349316835924,0.16288349564410362
73,0.11070317828811908,0.16432232754030027
74,0.11307665118188416,0.16379492810923948
75,0.11527180670129898,0.16369309122995074
76,0.11691824320986488,0.16471833475547726
77,0.11945226777358216,0.16324179992708793
78,0.12212300181893455,0.1621043556875061
79,0.12379054721373077,0.16405323413008124
80,0.1255587368018211,0.1651311312139543
81,0.12779839461781145,0.1651046774200709
82,0.1272519632994836,0.16796030589416358
83,0.12840903357603928,0.1694623305540976
84,0.13113981265006536,0.16860695945419968
85,0.1316456337535586,0.17084731690667543
86,0.13231340373924155,0.17247417988832145
87,0.13196606819880377,0.17430649474602175
88,0.13269714300628768,0.1757493103883776
89,0.1312586657282343,0.17736138461218587
90,0.13139577717261303,0.17900898005158886
91,0.13170321771175839,0.1804855253931192
92,0.13172735046189435,0.18192826852612012
93,0.1331587021374601,0.18281495266850675
94,0.13036682727383744,0.1839742065672926
95,0.12988169677527944,0.1855657943220601
96,0.1303153984062837,0.18706383042196842
97,0.13265615657372898,0.18751295532408602
98,0.1349960297825949,0.18744245676561963
99,0.13811756102393855,0.18478108871931945
100,0.140920458229508,0.18363860945075597
101,0.14366816810585642,0.18074466111257548
102,0.14587785464880645,0.18270808767057053
103,0.14755177550449575,0.18418366305978826
104,0.15009574490574734,0.18294657195140318
105,0.15235899773229813,0.18311023792802608
106,0.15467231286249933,0.18257760849958607
107,0.15700744579999754,0.18040350207414196
108,0.15957671648393418,0.1808975196140515
109,0.1620989122136957,0.18024880606880014
110,0.16459027979205867,0.18001499626009362
111,0.1669977530778028,0.18012521044920565
112,0.16863208457034637,0.174695479888857
113,0.17240002048139938,0.17428505067296896
114,0.1747737023184032,0.176952368315584
115,0.17797439797775882,0.17500998951576952
116,0.1793068601627592,0.1670858181563111
117,0.18428720920941064,0.16623246333581088
118,0.18778050901629018,0.16063063607900388
119,0.19285406121738277,0.15948538978329188
120,0.19619682319191226,0.16310035502277423
121,0.19674487463962295,0.16808022327162234
122,0.20036200659088987,0.1689318848155036
123,0.20215041872627124,0.1714540647743639
124,0.20451717113519036,0.17286504170697367
125,0.2049281348211343,0.17575755928345077
126,0.2043376202980208,0.17871110660955977
127,0.20450135900469646,0.18130414632161965
128,0.2097008047344872,0.1779032584290804
129,0.21286468874981407,0.17761946514508237
130,0.21576661355247412,0.1774723542289058
131,0.21839185187354043,0.177942561674868
132,0.22085662137820322,0.1785191332514014
133,0.2218099024645105,0.18106107283369852
134,0.2251767798769267,0.17732446000335184
135,0.22810849111028053,0.17794020256786178
136,0.2310675471183254,0.1762526766736057
137,0.23404712334506278,0.1736357364606992
138,0.23475040218318433,0.16367332932373094
139,0.23959577363496745,0.1560520590499887
140,0.2460086269559965,0.15137759751142324
141,0.2524560336943188,0.15079146780057226
142,0.25738001518832987,0.1531440639709269
143,0.262616661262482,0.1461205232678573
144,0.2689071418218335,0.14460165405100253
145,0.2731832377987758,0.12765068596586265
146,0.2834620391681619,0.12814875748413512
147,0.2890017499345422,0.13367074623292374
148,0.29653658330284044,0.13019335511785843
149,0.3031215865644672,0.1300467493747797
150,0.30863587391291375,0.13153714466815905
151,0.3139936435536224,0.13215616983476464
152,0.3099632246848875,0.14064364425870188
153,0.31243360957492017,0.1447279535394256
154,0.3152446333535593,0.14759962997526033
155,0.3175290631804858,0.15033331858308982
156,0.31891167084776506,0.15334175272620035
157,0.3176154094098549,0.15699638643194944
158,0.31736201791709717,0.16030200468015904
159,0.3160022586782615,0.16347560053486812
160,0.3174795014527377,0.16617359839345733
161,0.31663626996279104,0.16907358695607255
162,0.31453377691365664,0.171689689524098
163,0.3149891755161565,0.17448504928820616
164,0.31542974442467486,0.17697889460509827
165,0.316323705295573,0.17919058296688797
166,0.31908257745168433,0.18009418156780183
167,0.31995955178141594,0.1822782537900507
168,0.32290946649644625,0.18240382738385674
169,0.3251567290988252,0.1833710754476128
170,0.32820715649094984,0.18251807426672048
171,0.3288724810130002,0.18540697653067975
172,0.32893483241170185,0.18783309941968074
173,0.33141709318904405,0.18844696082574255
174,0.3275416010422683,0.19123098578123135
175,0.32975825082636734,0.19306445305760464
176,0.3323352069318886,0.19372635786217338
177,0.3310716872750377,0.19627868110470242
178,0.332551367677368,0.1977588231980043
179,0.33152527423450934,0.1997508996135153
180,0.33020837017855664,0.2014790693341851
181,0.3310549230494952,0.2032568175607384
182,0.32670608677410845,0.203432289722553
183,0.32527032689359786,0.20548676543642325
184,0.32277019136282,0.20659444763669763
185,0.32247230949318156,0.20889131279250361
186,0.32274327472394465,0.21091969708672842
187,0.3212684199215264,0.21243618884524984
188,0.32426529761207734,0.21370791419904314
189,0.3250142473602993,0.21547625138851845
