,z real,z imag
0,0.0,1e-08
1,0.0,0.20010007506255498
2,0.0,0.28298423998533945
3,0.0,0.3465834966066911
4,0.0,0.4002001501251096
5,0.0,0.447437370142683
6,0.0,0.4901430813958719
7,0.0,0.5294150359408772
8,0.0,0.5659684799706786
9,0.0,0.6003002251876642
10,0.0,0.6327719971683328
11,0.0,0.6636568695044454
12,0.0,0.6931669932133818
13,0.0,0.7214710808622342
14,0.0,0.748705923951828
15,0.0,0.7749842582921285
16,0.0,0.8004003002502189
17,0.0,0.8250337451769357
18,0.0,0.8489527199560178
19,0.0,0.8722160057925794
20,0.0,0.8948747402853658
21,0.0,0.9169737405405026
22,0.0,0.938552545615258
23,0.0,0.9596462478022415
24,0.0,0.9802861627917437
25,0.0,1.0005003753127737
26,0.0,1.0203141874153476
27,0.0,1.0397504898200727
28,0.0,1.0588300718817545
29,0.0,1.0775718821318427
30,0.0,1.095993248702382
31,0.0,1.1141100669329047
32,0.0,1.1319369599413571
33,0.0,1.1494874167738076
34,0.0,1.1667739118446905
35,0.0,1.1838080086742957
36,0.0,1.2006004503753285
37,0.0,1.2171612389003692
38,0.0,1.2334997047107557
39,0.0,1.2496245682450235
40,0.0,1.2655439943366653
41,0.0,1.2812656405451766
42,0.0,1.2967967002123661
43,0.0,1.3121439409309184
44,0.0,1.3273137390088905
45,0.0,1.3423121104280484
46,0.0,1.3571447387223816
47,0.0,1.3718170001431975
48,0.0,1.3863339864267634
49,0.0,1.400700525437883
50,0.0,1.4149211999266962
51,0.0,1.4290003646052865
52,0.0,1.4429421617244684
53,0.0,1.4567505353086787
54,0.0,1.4704292441876154
55,0.0,1.4839818739466468
56,0.0,1.4974118479036558
57,0.0,1.510722437207538
58,0.0,1.5239167701427536
59,0.0,1.5369978407149312
60,0.0,1.5499685165842567
61,0.0,1.562831546406215
62,0.0,1.5755895666329105
63,0.0,1.5882451078226312
64,0.0,1.6008006005004374
65,0.0,1.6132583806082028
66,0.0,1.6256206945787326
67,0.0,1.6378897040651672
68,0.0,1.6500674903538706
69,0.0,1.6621560584863146
70,0.0,1.674157341113075
71,0.0,1.6860732021009173
72,0.0,1.6979054399120348
73,0.0,1.709655790772786
74,0.0,1.72132593164774
75,0.0,1.7329174830334537
76,0.0,1.744432011585158
77,0.0,1.7558710325884075
78,0.0,1.7672360122867354
79,0.0,1.7785283700754284
80,0.0,1.7897494805707306
81,0.0,1.8009006755629917
82,0.0,1.8119832458616394
83,0.0,1.822998443039193
84,0.0,1.8339474810810041
85,0.0,1.8448315379468663
86,0.0,1.8556517570501854
87,0.0,1.8664092486599722
88,0.0,1.877105091230515
89,0.0,1.8877403326632507
90,0.0,1.8983159915049972
91,0.0,1.908833058086443
92,0.0,1.9192924956044823
93,0.0,1.9296952411517527
94,0.0,1.9400422066964835
95,0.0,1.9503342800155572
96,0.0,1.9605723255834868
97,0.0,1.970757185419828
98,0.0,1.9808896798973745
99,0.0,1.9909706085133358
100,0.0,2.0010007506255474
101,0.0,2.010980866155629
102,0.0,2.0209116962608937
103,0.0,2.030793963976681
104,0.0,2.0406283748306944
105,0.0,2.050415617430818
106,0.0,2.0601563640277996
107,0.0,2.069851271054102
108,0.0,2.079500979640145
109,0.0,2.0891061161090794
110,0.0,2.098667292451189
111,0.0,2.108185106778919
112,0.0,2.1176601437635085
113,0.0,2.1270929750541048
114,0.0,2.1364841596802355
115,0.0,2.1458342444384195
116,0.0,2.155143764263684
117,0.0,2.164413242586702
118,0.0,2.1736431916772174
119,0.0,2.1828341129744055
120,0.0,2.191986497404764
121,0.0,2.201100825688101
122,0.0,2.2101775686321856
123,0.0,2.2192171874165267
124,0.0,2.2282201338658094
125,0.0,2.2371868507134134
126,0.0,2.246117771855483
127,0.0,2.2550133225959175
128,0.0,2.263873919882713
129,0.0,2.2726999725360053
130,0.0,2.281491881468176
131,0.0,2.290250039896351
132,0.0,2.2989748335476134
133,0.0,2.3076666408572355
134,0.0,2.3163258331602137
135,0.0,2.3249527748763867
136,0.0,2.333547823689382
137,0.0,2.3421113307196757
138,0.0,2.3506436406919526
139,0.0,2.359145092097044
140,0.0,2.3676160173485927
