,z real,z imag
0,0.1380932329517746,1e-08
1,0.17372078423152734,0.20010007506255498
2,0.42249609489174866,0.23615387454552678
3,0.24833015681972834,0.3111660355795457
4,0.3696624794754405,0.3624729726763127
5,0.37504558918999703,0.4242737393808863
6,0.5518452528082979,0.38057842052234875
7,0.5564598090231965,0.4584606114459666
8,0.6375569897703912,0.4764908574096882
9,0.6052193126149267,0.540182160407688
10,0.5622645550889647,0.5817686514365381
11,0.5615982342918754,0.6242448570939293
12,0.5609591146325702,0.6606919558243164
13,0.5818331114137535,0.6908733150431511
14,0.6027385855767619,0.7179522206462415
15,0.6360357024060217,0.735909736648514
16,0.6772227036585927,0.7457492582775053
17,0.6549728861612705,0.7873546920011213
18,0.6697596786194434,0.815007912195756
19,0.6351034908324894,0.8384838030298585
20,0.5695861150713634,0.8323616039852028
21,0.520999182938583,0.8419135707285921
22,0.4764777255880219,0.8517354180821338
23,0.4373057798449256,0.8654725032476732
24,0.44169120203211243,0.9060940726073305
25,0.39699878420092727,0.9106874550396135
26,0.3580726792214486,0.91682566236703
27,0.3116948110416565,0.9097505728756042
28,0.26196714031836177,0.9017301163639722
29,0.21620927534417195,0.9072997207429896
30,0.21935858062909555,0.9562961746540887
31,0.2513459747388649,0.9959723853485657
32,0.27625786637764116,1.0279490244998708
33,0.28963129197202353,1.0571779316297283
34,0.32418796811262657,1.0754712953154417
35,0.4785791217417903,1.0104392675452591
36,0.45672788704981593,1.069930231224
37,0.5352237327738485,1.0607761084232914
38,0.5958629073622823,1.055926809100295
39,0.4846296967453928,1.1261477256215648
40,0.5136845327038583,1.154610702026503
41,0.5519475291558363,1.1682016417860843
42,0.48036748084607106,1.1934439798769052
43,0.3838815536315685,1.176214578292823
44,0.3818364430243456,1.2168347727892186
45,0.4684232223597212,1.2419397322392633
46,0.47478433321741065,1.2707126570072036
47,0.47327079031967045,1.295111747680329
48,0.4579732909680534,1.3151871689926091
49,0.42826607602105593,1.3256783614336476
50,0.41332157073556,1.3443823838897868
51,0.4261657021907572,1.3667103407667192
52,0.41351621870698196,1.3841095054745478
53,0.40085957016657625,1.3990998896361606
54,0.3887536408802573,1.413435010720252
55,0.37014494010689797,1.4225775319507414
56,0.33056470616294087,1.3965447266327449
57,0.27967726128132264,1.3490342956030315
58,0.21853234978661723,1.2983628172551835
59,0.1759201964849254,1.3171670633095631
60,0.13153802446643809,1.310112966986994
61,0.10279893017499205,1.3314954803586232
62,0.06811902922000275,1.3343323254401493
63,0.05924570644543921,1.3672632601679044
64,0.06971239015507394,1.4012307507099822
