,z real,z imag
0,0.18909194681625668,1e-08
1,0.23787698057773823,0.20010007506255498
2,0.599762927221602,0.22229580672430127
3,0.3243674746746628,0.2966581933775301
4,0.5226007691554564,0.33862539760867644
5,0.5222328289890895,0.4084712277695064
6,0.8110436940061932,0.31930908196643065
7,0.7922989561272412,0.41555180624954025
8,0.9130366421770119,0.4241980832547068
9,0.8469699184385316,0.5036515208018881
10,0.7746761255974947,0.5463561556887229
11,0.7741430183383309,0.5970506863471514
12,0.7728239146155338,0.6381530640777964
13,0.8036486749662313,0.6691249204181873
14,0.8335901021355767,0.6957356649805098
15,0.8816053736515531,0.7060407196939393
16,0.9420149156069193,0.7016791977308235
17,0.9023490831678632,0.7606576038862101
18,0.9251721352369063,0.7902022351003349
19,0.8700951226925638,0.8133600046008213
20,0.763581650804118,0.7837699190636701
21,0.6917775678914889,0.7840003120821484
22,0.625430522046224,0.784247181433012
23,0.5672783157765674,0.7931162019005427
24,0.58343339650412,0.8508037303988797
25,0.513663956144648,0.8419652903953687
26,0.4558750961276734,0.8370001846262073
27,0.38387984482134796,0.8048739900396165
28,0.3018380268445485,0.7738129955847524
29,0.2284354049126101,0.774961846615754
30,0.25238133274403857,0.8546302404993217
31,0.3215929806608345,0.9116795276257454
32,0.3674146566272833,0.954958516018707
33,0.3892826250236171,0.9928837133788508
34,0.4490565010360317,1.0097462865500821
35,0.7391675396013135,0.9242368242396817
36,0.6759530855227902,0.9898352796916355
37,0.8056158087728634,0.976927179201206
38,0.8930552499276291,0.9630938513194849
39,0.6858379994954983,1.0550354322048459
40,0.7323125414476068,1.0876158064326058
41,0.7947244125555477,1.0972942344186967
42,0.6634436291520732,1.1253416780969399
43,0.47784822806949034,1.0921726883991916
44,0.49268424041818226,1.1429490001920835
45,0.6623049879453802,1.1780067097297933
46,0.6681537884836679,1.21305613976154
47,0.6625302607520637,1.242309927546115
48,0.6351444403182637,1.2630502545416173
49,0.5829175004502507,1.2649066573273928
50,0.559068670820097,1.2884646485468567
51,0.5838161937442281,1.3182585991539753
52,0.5626307384244059,1.338351856429483
53,0.5431783819737659,1.354098165300587
54,0.5251118077042719,1.3688030298576157
55,0.49741667289141567,1.3732462309071802
56,0.43248497877825254,1.300613040679766
57,0.3295861675955183,1.195805610808287
58,0.21413250317861382,1.10060897520089
59,0.15835674940122774,1.1360999794620843
60,0.09096430649684453,1.1168703515890857
61,0.052975412507653946,1.1504984058003263
62,0.0016871437066219575,1.1474251347389814
63,-0.0013946575221371604,1.1994144003290794
64,0.031178263368147635,1.2481347258310809
65,0.005909688609859826,1.2779224257634083
66,-0.03393241689668661,1.2851320964836905
67,-0.05573282062265264,1.3068955718389856
68,-0.02621528282228605,1.343749406708043
69,-0.07640853355394264,1.3461992303965775
70,-0.056792589813947664,1.383646807307561
71,-0.036121255826116555,1.4108814603070046
72,0.013446905997090225,1.4245037786809165
73,-0.06398840469697767,1.4383842537355227
74,-0.1190372121025772,1.4109876014070866
75,-0.16997485531354958,1.3575321017722641
76,-0.2101786384809761,1.3693874296336885
77,-0.18554652547207154,1.4334951859263827
78,-0.23805119560951235,1.4209535156905422
79,-0.26459534010163765,1.4360294413428087
80,-0.2128634163230562,1.48407823471064
81,-0.26589354304340473,1.4859367406484345
82,-0.2692227873082821,1.5143476648732905
83,-0.19219780055343014,1.5353249649923328
84,-0.2940888454705306,1.530505548309684
85,-0.33889688763704573,1.4850065178156737
86,-0.37704686254549435,1.4776064292805102
87,-0.41405669480693286,1.461765927966136
88,-0.398661967059165,1.5250591104135653
89,-0.4602236332444728,1.4682045667704158
90,-0.49419397212446947,1.4774314862599929
91,-0.5290062867903507,1.4712599909088364
92,-0.5198058964093226,1.5228399117393117
93,-0.5147327222375874,1.5572659344129187
94,-0.3676131669055862,1.5931887514924772
95,-0.3432205006070844,1.6280038186090156
96,-0.3905169319777224,1.6464255106208374
97,-0.2655373272406659,1.6415095322602218
98,-0.183608080081311,1.6372250131655175
99,-0.1164061890439568,1.6378770752985792
100,-0.07428506183910152,1.6570219899729777
101,-0.1969900902263144,1.7030019699200654
102,-0.13058609959866066,1.7217977397420892
103,-0.19155907376162798,1.750471427074179
104,-0.41196805030533623,1.687127251108494
105,-0.44066236466365905,1.7074246353860991
106,-0.49225009966216593,1.6899640969567085
107,-0.40194565770885926,1.751213655736622
108,-0.36538834548320087,1.7808045324941417
109,-0.3433434230943101,1.808886003538798
110,-0.2936855999199789,1.822447687713396
111,-0.32726387207029783,1.8509132597584297
112,-0.36635371399596794,1.859021568251816
